flag,source,rating,artist,song,genre,note
release_row_multi_track,rym,70,The Police,Every Breath You Take / Murder by Numbers,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Iggy Pop,The Passenger / Nightclubbing,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Pop Group,She Is Beyond Good and Evil / 3'38,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Prefab Sprout,When Love Breaks Down / Diana,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Elvis Presley,All Shook Up / Teddy Bear,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Elvis Presley,Burning Love / It's a Matter of Time,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Elvis Presley,Heartbreak Hotel / All Shook Up,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Prince,"When Doves Cry / ""17 Days (The Rain Will Come Down, Then U Will Have 2 Choose. If U Believe, Look 2 the Dawn and U Shall Never Lose.)""",Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Prince and The Revolution,Raspberry Beret / She's Always in My Hair,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Procol Harum,A Salty Dog / Long Gone Geek,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Propaganda,Duel / Jewel,Rap/Hip-Hop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Psychedelic Furs,Love My Way / Aeroplane,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,40,Public Image Ltd.,Public Image / The Cowboy Song,Country,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Q Lazzarus,Goodbye Horses / White Lines,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,Queen,Innuendo / Bijou,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Queen,I Want to Break Free / Machines (Or 'Back to Humans'),Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Queen,Radio Ga Ga / I Go Crazy,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Queen,Somebody to Love / White Man,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Radiohead,Let Down / Karma Police,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Rakim,When I B on tha Mic / Flow Forever,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Ramones,Sheena Is a Punk Rocker / I Don't Care,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Ramones,The Blitzkrieg Bop!! / Havana Affair,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Otis Redding,(Sittin' On) The Dock of the Bay / Sweet Lorene,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Lou Reed,Walk on the Wild Side / Perfect Day,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Minnie Riperton,Les fleur / Oh! By the Way,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Mavis Rivers,Slightly Out of Tune / Footsteps of a Fool,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Smokey Robinson & The Miracles,The Tears of a Clown / Promise Me,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Rodriguez,I Wonder / Sugar Man,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Rolling Stones,Gimmie Shelter / Country Honk,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Ronettes,Be My Baby / Tedesco and Pitman,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Diana Ross,Ain't No Mountain High Enough / Can't It Wait Until Tomorrow,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Diana Ross and The Supremes,Love Child / Will This Be the Day,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Demis Roussos,Happy to Be on an Island in the Sun / Sing an Ode to Love,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Roxy Music,More Than This / India,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Rufus and Chaka Khan,Ain't Nobody / Sweet Thing,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Todd Rundgren,I Saw the Light / Marlene,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Rush,Subdivisions / Countdown,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Patrice Rushen,Forget Me Nots / (She Will) Take You Down to Love,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,The Saints,(I'm) Stranded / No Time,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Kyu Sakamoto,Sukiyaki / Anoko-no namae-wa nantenkana,J-Pop/Anime,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Aris San,Boumpam / Dam Dam,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Gil Scott-Heron with Pretty Purdie and the Playboys,The Revolution Will Not Be Televised / Home Is Where the Hatred Is,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,Bob Seger,Get Out of Denver / Long Song Comin',Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Bob Seger,Night Moves / Ship of Fools,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Sex Pistols,God Save the Queen / No Feeling,Punk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,30,Shakin' Stevens,True Love / Come On Little Girl,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Shangri-Las,"Past, Present and Future / Paradise",Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,The Shins,New Slang / Sphagnum Esplanade,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Simon & Garfunkel,Baby Driver / The Boxer,Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Simon & Garfunkel,Bridge Over Troubled Water / Keep the Customer Satisfied,Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Simon & Garfunkel,The Boxer / Baby Driver,Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Simon & Garfunkel,The Sounds of Silence / I Am a Rock,Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Simon & Garfunkel,The Sounds of Silence / We've Got a Groovey Thing Goin',Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,Nina Simone,Feeling Good / My Baby Just Cares for Me,Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Nina Simone,Four Women / What More Can I Say,Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Simple Minds,Someone Somewhere (In Summertime) / King Is White and in the Crowd,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Frank Sinatra,That's Life / September of My Years,Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Siouxsie and The Banshees,Spellbound / Follow the Sun,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Slits,Typical Girls / I Heard It Through the Grapevine,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Smashing Pumpkins,1979 / Bullet With Butterfly Wings,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Bessie Smith,Nobody Knows You When You're Down and Out / Take It Right Back ('Cause I Don't Want It Here),Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Patti Smith Group,Gloria / My Generation,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Patti Smith Group / Kraftwerk,Because the Night / The Robots,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Smiths,How Soon Is Now? / Well I Wonder,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Smiths,This Charming Man / Jeane,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Soft Cell,Tainted Love / Where Did Our Love Go,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Sonic Youth,Teenage Riot / Silver Rocket / Kissability,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Sparks,This Town Ain't Big Enough for Both of Us / Barbecutie,Folk/Acoustic,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,The Specials,"Ghost Town / Why? / Friday Night, Saturday Morning",Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Regina Spektor,Us / Scarecrow & Fungus / December,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Spinners,I'll Be Around / How Could I Let You Get Away,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Spiritualized®,Ladies and Gentlemen We Are Floating in Space / Come Together,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Spoon,Inside Out / Rent I Pay / Do You,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Squeeze,Up the Junction / It's So Dirty,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Jack Stauber's Micropop,Inchman / Two Time,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Steely Dan,Deacon Blues / Home at Last,Blues,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Stereolab,Cybele's Reverie / Brigitte,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Sufjan Stevens & Angelo De Augustine,Back to Oz / Fictional California,Folk/Acoustic,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Al Stewart,Year of the Cat / Broadway Hotel,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Amii Stewart,Knock on Wood / When You Are Beautiful,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Stiff Little Fingers,Alternative Ulster / 78 R.P.M.,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Sting,Moon Over Bourbon Street / The Ballad of Mack the Knife,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,The Stranglers,Golden Brown / Love 30,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Strawberry Switchblade,Trees and Flowers / Go Away,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Suicide,Surrender / Rain of Ruin,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Donna Summer,I Feel Love / Can't We Just Sit Down (And Talk It Over),Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Supertramp,Dreamer / Bloody Well Right,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,The Supremes,Baby Love / Ask Any Girl,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Les Surfs,A présent tu peux t'en aller / Ca n'a pas d'importance,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Sylvian - Sakamoto,Bamboo Houses / Bamboo Music,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,40,Jacqueline Taïeb,7 heures du matin / Bienvenue au pays,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,40,Tainy,Fantasma / AVC,Latin,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Talking Heads,The Great Curve / Born Under Punches (The Heat Goes On),Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Talking Heads,This Must Be the Place (Naive Melody) / Moon Rocks,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Talk Talk,I Believe in You / John Cope,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Talk Talk,It's My Life / Does Caroline Know?,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,André Tanker,River Come Down / Swahili,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Tears for Fears,Head Over Heels / When in Love With a Blind Man,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,The The,This Is the Day / Mental Healing Process,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The-Dream,Love / Hate,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,they might be giants,Birdhouse in Your Soul / Hot Cha,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,George Thorogood & The Destroyers,If You Don't Start Drinkin' (I'm Gonna' Leave) / Born in Chicago,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Three Dog Night,One / Chest Fever,Disco/Funk,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Johnny Thunders,You Can't Put Your Arms Round a Memory / Hurtin',Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Tanita Tikaram,Twist in My Sobriety / Friends,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,40,Toontje Lager,Alle dagen dorst / Ben jij ook zo bang?,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Toots & The Maytals,54-46 / Pressure Drop,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,The Tornados,Telstar / Jungle Fever,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,90,Toto,Africa / We Made It,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Toto,Hold the Line / Takin' It Back,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,T.Rex,Get It On / There Was a Time / Raw Ramp,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Tropical Fuck Storm,You Let My Tyres Down / Back to the Wall,Soundtrack/Score,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Andrea True Connection,"More, More, More / More, More, More Part II",R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Tubeway Army,Are 'Friends' Electric? / We Are So Fragile,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,20,Palu Tupou & Veiongo Fakaua,Taio / Vanavana,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Twenty One Pilots,Heathens / Trees (Livestream Version),Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Bonnie Tyler,Total Eclipse of the Heart / Take Me Back,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,U2,New Year's Day / Treasure (Whatever Happened to Pete the Chop),Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Ultravox,Vienna / Passionate Reply,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Undertones,Teenage Kicks / True Confessions,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Unwound,Corpse Pose / Everything Is Weird,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,40,USA for Africa,We Are the World / Grace,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Van Halen,Ain't Talkin' 'Bout Love / Feel Your Love Tonight,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Vapors,Turning Japanese / Here Comes the Judge,J-Pop/Anime,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Suzanne Vega,Tom's Diner / Left of Center,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,The Velvet Underground,Venus in Furs / All Tomorrow's Parties,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,The Velvet Underground & Nico,Sunday Morning / Femme Fatale,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Michelangelo Verso,Torna! / Passione,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Violent Femmes,Gone Daddy Gone / Add It Up / Jesus Walking on the Water,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Visage,Fade to Grey / The Steps,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Volbeat,Doc Holliday / Lonesome Rider,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Tom Waits,Downtown Train / Tango Till They're Sore,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,T-Bone Walker,I'm Waiting for Your Call / That's Better for Me,Blues,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Walker Brothers,The Electrician / Den Haague,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,"Grover Washington, Jr.",Just the Two of Us / Make Me a Memory (Sad Samba),Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Waterboys,The Whole of the Moon / Medicine Jack,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Chick Webb and His Orchestra,A-Tisket A-Tasket / Liza (All the Clouds'll Roll Away),Classical/Instrumental,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Ween,Tried and True / Mountains and Buffalo,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,When in Rome,The Promise / Tonight,Metal,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The White Stripes,Fell in Love With a Girl / I Just Don't Know What to Do With Myself,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Who,Baba O'Riley / I Can't Explain,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Geeshie Wiley,Last Kind Words Blues / Skinny Leg Blues,Blues,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Hank Williams with His Drifting Cowboys,You're Gonna Change (Or I'm Gonna Leave) / Lost Highway,Country,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Wire,Outdoor Miner / Practice Makes Perfect,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Witch,Talking Universe / Evil Woman,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Bill Withers,Ain't No Sunshine / Moanin' and Groanin',Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Bill Withers,Harlem / Ain't No Sunshine,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,50,Stevie Wonder,As / Contusion,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Stevie Wonder,Sir Duke / He's Misstra Know-It-All,R&B/Soul,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,X-Ray Spex,Oh Bondage Up Yours! / I Am a Cliché,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,XTC,Making Plans for Nigel / Bushman President / Pulsing Pulsing,Indie/Alternative,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Yazoo,Only You / Situation,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Yellow Magic Orchestra,Behind the Mask / Yellow Magic (Tong Poo),Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Yes,Roundabout / Long Distance Runaround,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Neil Young,Old Man / The Needle and the Damage Done,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Neil Young & Crazy Horse,"Hey Hey, My My (Into the Black) / My My, Hey Hey (Out of the Blue)",Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Young MC,Bust a Move / Got More Rhymes,Rap/Hip-Hop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Zazie,Rodéo / James Bond & Moi,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,The Zombies,Care of Cell 44 / Maybe After He's Gone,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Zoo Kid,Out Getting Ribs / Has This Hit,Uncategorized,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Salah Ragab,Egypt Strut / Neveen,Jazz/Swing,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Yellow Magic Orchestra,ライディーン / コズミック・サーフィン,Electronic/Dance,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Kate Bush,嘆きの天使 / 嵐ヶ丘,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,ザ・モダン・ラヴァーズ [The Modern Lovers],ロードランナー / パブロ・ピカソ,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,60,Talking Heads,ヒート・ゴーズ・オン (ボーン・アンダー・パンチズ) / シティーズ,Rock,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Tatsuro Yamashita,Ride on Time / Rainy Walk,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,70,Tatsuro Yamashita,クリスマス・イブ / ホワイト・クリスマス,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Miki Matsubara,真夜中のドア / そうして私が,J-Pop/Anime,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Yasuha,フライディ・チャイナタウン / モーニング・デート,J-Pop/Anime,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_multi_track,rym,80,Yoko Takahashi / Claire,残酷な天使のテーゼ / Fly Me to the Moon,Pop,"song field contains ' / ' — single/medley/EP side, not one song"
release_row_albumish,rym,60,Aphex Twin,Collapse EP,Electronic/Dance,song field looks like an album / OST / compilation
release_row_albumish,rym,50,Carlo Cavalli,Sexy Music Compilation,META/Other,song field looks like an album / OST / compilation
release_row_albumish,rym,70,Daughter,The Wild Youth EP,Electronic/Dance,song field looks like an album / OST / compilation
release_row_albumish,rym,60,Dodge & Fuski,The Greatest Album of All Time,Electronic/Dance,song field looks like an album / OST / compilation
release_row_albumish,rym,80,Dur-Dur Band,Volume 5,Electronic/Dance,song field looks like an album / OST / compilation
release_row_albumish,rym,70,Garbage,Taken from the Debut Album + Foil Bag,Rock,song field looks like an album / OST / compilation
release_row_albumish,rym,60,Jockstrap,Greatest Hits,Pop,song field looks like an album / OST / compilation
release_row_albumish,rym,50,Perfume,Perfume 〜Complete Best〜,Uncategorized,song field looks like an album / OST / compilation
release_row_albumish,rym,80,The Piano Guys,The Piano Guys Hits Vol. 1,Classical/Instrumental,song field looks like an album / OST / compilation
release_row_albumish,rym,20,Tramp Stamps,We Got Drunk and Made an EP,Pop,song field looks like an album / OST / compilation
release_row_albumish,rym,60,Yeah Yeah Yeahs,Heads Will Roll (A-Trak Remix EP),Indie/Alternative,song field looks like an album / OST / compilation
release_row_albumish,rym,80,Yoshihisa Hirano,Hunter × Hunter (2011) Original Soundtrack 3,Soundtrack/Score,song field looks like an album / OST / compilation
rym_100,rym,100,Backstreet Boys,I Want It That Way,Pop,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Billie Eilish,Birds of a Feather,Pop,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Britney Spears,Blackout,Pop,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Britney Spears,Toxic,Pop,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Chappell Roan,"Good Luck, Babe!",Pop,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Derek and The Dominos,Layla / Bell Bottom Blues,Pop,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Ennio Morricone,The Ecstasy of Gold,Soundtrack/Score,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Ennio Morricone,"The Good, the Bad and the Ugly / Mercenario",Soundtrack/Score,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Garbage,Supervixen,Rock,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,HOYO-MiX,Genshin Impact: Forest of Jnana and Vidya,Soundtrack/Score,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,HOYO-MiX,Genshin Impact: Fountain of Belleau,Soundtrack/Score,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Joe Hisaishi,魔女の宅急便,Soundtrack/Score,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,John Williams,Duel of the Fates,Soundtrack/Score,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Klaus Badelt,Pirates of the Caribbean: The Curse of the Black Pearl,Soundtrack/Score,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,LSD,Genius,Pop,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Michael Jackson,Smooth Criminal,Pop,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Michael Jackson,Wanna Be Startin' Somethin',Pop,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Miley Cyrus,Walk of Fame,Pop,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Pink Floyd,Have a Cigar / Shine On You Crazy Diamond (Part 1),Rock,RYM 10/10 — verify it is a song and not a release
rym_100,rym,100,Porter Robinson & Madeon,Shelter,Electronic/Dance,RYM 10/10 — verify it is a song and not a release
